Supplier_ID;Product_Category;Month;Order Value USD;Performance_Quality_Score;Financial_Risk_Score_Quarterly;Nachhaltigkeitsscore;Standards Risks_Score;Risikoscore Political
S4;Electronics;2023-09; 47 113,75 ;0,554423265;0,359490047;0,375;0;0,45950501
S4;Electronics;2023-11; 26 714,70 ;0,134164223;0,403716494;0,375;0;0,53975639
S4;Electronics;2023-12; 86 043,16 ;0,593888074;0,403716494;0,375;0;0,51505165
S4;Food;2023-01; 47 085,48 ;0,14340176;0,390923721;0,4013;0;0,34574577
S4;Food;2023-04; 33 963,30 ;0,06969697;0,37586851;0,4013;0;0,56031868
S4;Food;2023-05; 12 456,07 ;0,158602151;0,37586851;0,4013;0;0,60615315
S4;Food;2023-08; 34 884,73 ;0,196529814;0,359490047;0,4013;0;0,47062806
S4;Food;2023-09; 87 239,14 ;0,205652493;0,359490047;0,4013;0;0,45950501
S4;Food;2023-10; 19 265,16 ;0,074242424;0,403716494;0,4013;0;0,42817427
S4;Food;2023-12; 44 978,75 ;0,659848485;0,403716494;0,4013;0;0,51505165
S4;Machinery;2023-01; 18 256,42 ;0,112414467;0,390923721;0,4145;0;0,34574577
S4;Machinery;2023-03; 43 934,77 ;0,031769306;0,390923721;0,4145;0;0,4592466
S4;Machinery;2023-04; 16 414,04 ;0,565371457;0,37586851;0,4145;0;0,56031868
S4;Machinery;2023-06; 20 853,98 ;0,200244379;0,37586851;0,4145;0;0,57250529
S4;Machinery;2023-08; 41 158,72 ;0,47299609;0,359490047;0,4145;0;0,47062806
S4;Machinery;2023-10; 10 164,41 ;0,19115347;0,403716494;0,4145;0;0,42817427
S4;Machinery;2023-11; 65 998,35 ;0,360971641;0,403716494;0,4145;0;0,53975639
S4;Pharma;2023-02; 8 487,46 ;0,083528837;0,390923721;0,3618;0;0,35011977
S4;Pharma;2023-03; 37 272,63 ;0,48714565;0,390923721;0,3618;0;0,4592466
S4;Pharma;2023-10; 84 831,77 ;0,280926171;0,403716494;0,3618;0;0,42817427
S4;Pharma;2023-11; 18 900,34 ;0,084652981;0,403716494;0,3618;0;0,53975639
S4;Pharma;2023-12; 33 290,48 ;0,163734115;0,403716494;0,3618;0;0,51505165
S4;Textiles;2023-01; 37 026,91 ;0,127639296;0,390923721;0,3882;0;0,34574577
S4;Textiles;2023-02; 37 289,80 ;0,203093842;0,390923721;0,3882;0;0,35011977
S4;Textiles;2023-03; 47 250,20 ;0,531207234;0,390923721;0,3882;0;0,4592466
S4;Textiles;2023-05; 69 583,99 ;0,440880346;0,37586851;0,3882;0;0,60615315
S5;Electronics;2023-05; 34 973,28 ;0,21402737;0,425746783;0,6628;1;0,3890917
S5;Electronics;2023-10; 21 425,07 ;0,055571848;0,43695802;0,6628;1;0,67873961
S5;Electronics;2023-12; 5 714,60 ;0,164418377;0,43695802;0,6628;1;0,60394445
S5;Food;2023-01; 42 030,37 ;0,464638319;0,474315257;0,6488;1;0,49695702
S5;Food;2023-03; 71 626,66 ;0,198914956;0,474315257;0,6488;1;0,48516614
S5;Food;2023-09; 17 096,31 ;0,57888563;0,453167237;0,6488;1;0,53566328
S5;Food;2023-10; 25 423,29 ;0,362104106;0,43695802;0,6488;1;0,67873961
S5;Food;2023-11; 12 825,93 ;0,504740958;0,43695802;0,6488;1;0,54955598
S5;Food;2023-12; 28 801,43 ;0,682600196;0,43695802;0,6488;1;0,60394445
S5;Machinery;2023-01; 15 937,26 ;0,490615836;0,474315257;0,743;1;0,49695702
S5;Machinery;2023-03; 12 794,62 ;0,185043988;0,474315257;0,743;1;0,48516614
S5;Machinery;2023-04; 10 839,69 ;0,127517107;0,425746783;0,743;1;0,36314411
S5;Machinery;2023-05; 24 512,19 ;0,56001955;0,425746783;0,743;1;0,3890917
S5;Machinery;2023-08; 75 358,21 ;0,087520365;0,453167237;0,743;1;0,64148829
S5;Pharma;2023-01; 39 063,80 ;0,165696481;0,474315257;0,6013;1;0,49695702
S5;Pharma;2023-02; 49 863,28 ;0,216006843;0,474315257;0,6013;1;0,43219389
S5;Pharma;2023-07; 22 112,40 ;0,203567937;0,453167237;0,6013;1;0,5627309
S5;Pharma;2023-08; 48 959,57 ;0,760948192;0,453167237;0,6013;1;0,64148829
S5;Pharma;2023-09; 22 742,81 ;0,00742913;0,453167237;0,6013;1;0,53566328
S5;Pharma;2023-12; 28 088,19 ;0,406476051;0,43695802;0,6013;1;0,60394445
S5;Textiles;2023-01; 11 432,21 ;0,709530792;0,474315257;0,7113;1;0,49695702
S5;Textiles;2023-04; 14 170,39 ;0,166226784;0,425746783;0,7113;1;0,36314411
S5;Textiles;2023-08; 9 802,06 ;0,093499511;0,453167237;0,7113;1;0,64148829
S5;Textiles;2023-09; 42 121,60 ;0,154863148;0,453167237;0,7113;1;0,53566328
S5;Textiles;2023-11; 31 030,79 ;0,192644184;0,43695802;0,7113;1;0,54955598
S5;Textiles;2023-12; 1 208,61 ;0,096383187;0,43695802;0,7113;1;0,60394445
S6;Electronics;2023-06; 42 762,35 ;0,46356305;0,616705744;0,375;0;0,57250529
S6;Electronics;2023-07; 18 341,13 ;0,215591398;0,556817901;0,375;0;0,60629882
S6;Electronics;2023-10; 25 267,79 ;0,558504399;0,559184682;0,375;0;0,42817427
S6;Electronics;2023-12; 26 781,42 ;0,144232649;0,559184682;0,375;0;0,51505165
S6;Food;2023-02; 27 015,00 ;0,455449658;0,52956518;0,4013;0;0,35011977
S6;Food;2023-03; 38 169,89 ;0,796383187;0,52956518;0,4013;0;0,4592466
S6;Food;2023-06; 28 388,07 ;0,20083089;0,616705744;0,4013;0;0,57250529
S6;Food;2023-11; 22 240,92 ;0,459017595;0,559184682;0,4013;0;0,53975639
S6;Machinery;2023-03; 5 222,26 ;0,094672532;0,52956518;0,4145;0;0,4592466
S6;Machinery;2023-04; 63 324,13 ;0,57521261;0,616705744;0,4145;0;0,56031868
S6;Machinery;2023-06; 27 668,50 ;0,185434995;0,616705744;0,4145;0;0,57250529
S6;Machinery;2023-08; 41 856,27 ;0,003128055;0,556817901;0,4145;0;0,47062806
S6;Machinery;2023-09; 13 792,42 ;0,103910068;0,556817901;0,4145;0;0,45950501
S6;Machinery;2023-10; 27 009,91 ;0,465249267;0,559184682;0,4145;0;0,42817427
S6;Machinery;2023-12; 26 367,54 ;0,560166178;0,559184682;0,4145;0;0,51505165
S6;Pharma;2023-02; 44 757,67 ;0,149657869;0,52956518;0,3618;0;0,35011977
S6;Pharma;2023-05; 70 197,49 ;0,204472141;0,616705744;0,3618;0;0,60615315
S6;Textiles;2023-02; 8 164,02 ;0,223753666;0,52956518;0,3882;0;0,35011977
S6;Textiles;2023-05; 43 405,13 ;0,199731183;0,616705744;0,3882;0;0,60615315
S6;Textiles;2023-06; 14 726,78 ;0,548435973;0,616705744;0,3882;0;0,57250529
S6;Textiles;2023-07; 48 227,74 ;0,358870968;0,556817901;0,3882;0;0,60629882
S6;Textiles;2023-10; 78 462,24 ;0,365896872;0,559184682;0,3882;0;0,42817427
S7;Electronics;2023-04; 35 097,97 ;0,19657869;0,563336381;0,375;0,2;0,56031868
S7;Electronics;2023-05; 70 765,64 ;0,116324536;0,563336381;0,375;0,2;0,60615315
S7;Electronics;2023-06; 16 601,89 ;0,194672532;0,563336381;0,375;0,2;0,57250529
S7;Electronics;2023-07; 23 010,83 ;0,665811339;0,62027982;0,375;0,2;0,60629882
S7;Electronics;2023-08; 39 828,52 ;0,794012708;0,62027982;0,375;0,2;0,47062806
S7;Electronics;2023-09; 76 332,01 ;0,343269795;0,62027982;0,375;0,2;0,45950501
S7;Electronics;2023-10; 56 242,62 ;0,731282991;0,604134938;0,375;0,2;0,42817427
S7;Electronics;2023-11; 57 054,87 ;0,135703812;0,604134938;0,375;0,2;0,53975639
S7;Food;2023-02; 8 502,74 ;0,003323558;0,577282704;0,4013;0,2;0,35011977
S7;Food;2023-05; 64 334,97 ;0,274772995;0,563336381;0,4013;0,2;0,60615315
S7;Food;2023-08; 34 429,47 ;0,175268817;0,62027982;0,4013;0,2;0,47062806
S7;Food;2023-10; 6 108,52 ;0,712463343;0,604134938;0,4013;0,2;0,42817427
S7;Machinery;2023-03; 75 367,14 ;0,360908544;0,577282704;0,4145;0,3;0,4592466
S7;Machinery;2023-04; 50 373,03 ;0,147140762;0,563336381;0,4145;0,3;0,56031868
S7;Machinery;2023-05; 40 638,49 ;0,52040567;0,563336381;0,4145;0,3;0,60615315
S7;Machinery;2023-06; 32 600,99 ;0,637072336;0,563336381;0,4145;0,3;0,57250529
S7;Machinery;2023-07; 40 940,21 ;0,168523949;0,62027982;0,4145;0,3;0,60629882
S7;Machinery;2023-08; 15 834,50 ;0,526026393;0,62027982;0,4145;0,3;0,47062806
S7;Machinery;2023-09; 31 375,28 ;0,722434018;0,62027982;0,4145;0,3;0,45950501
S7;Pharma;2023-03; 18 733,19 ;0,182160313;0,577282704;0,3618;0,3;0,4592466
S7;Pharma;2023-04; 35 583,90 ;0,177077224;0,563336381;0,3618;0,3;0,56031868
S7;Pharma;2023-06; 68 141,19 ;0,24588623;0,563336381;0,3618;0,3;0,57250529
S7;Pharma;2023-08; 19 926,68 ;0,598069404;0,62027982;0,3618;0,3;0,47062806
S7;Pharma;2023-11; 2 359,77 ;0,19799609;0,604134938;0,3618;0,3;0,53975639
S7;Pharma;2023-12; 598,61 ;0,546187683;0,604134938;0,3618;0,3;0,51505165
S7;Textiles;2023-03; 64 402,67 ;0,28363392;0,577282704;0,3882;0,2;0,4592466
S7;Textiles;2023-06; 20 552,58 ;0,125366569;0,563336381;0,3882;0,2;0,57250529
S7;Textiles;2023-10; 24 544,46 ;0,641461388;0,604134938;0,3882;0,2;0,42817427
S7;Textiles;2023-11; 20 673,38 ;0,281427175;0,604134938;0,3882;0,2;0,53975639
S8;Electronics;2023-05; 3 815,19 ;0,729227761;0,480192819;0,375;0;0,60615315
S8;Electronics;2023-10; 32 385,39 ;0,487952102;0,404017783;0,375;0;0,42817427
S8;Electronics;2023-11; 65 598,45 ;0,317521838;0,404017783;0,375;0;0,53975639
S8;Food;2023-06; 3 091,57 ;0,667986315;0,480192819;0,4013;0;0,57250529
S8;Food;2023-09; 26 304,15 ;0,187487781;0,432001937;0,4013;0;0,45950501
S8;Food;2023-10; 9 950,87 ;0,17888563;0,404017783;0,4013;0;0,42817427
S8;Food;2023-11; 12 644,94 ;0,052541544;0,404017783;0,4013;0;0,53975639
S8;Machinery;2023-06; 47 363,32 ;0,07971652;0,480192819;0,4145;0;0,57250529
S8;Machinery;2023-07; 5 577,11 ;0,11945259;0,432001937;0,4145;0;0,60629882
S8;Machinery;2023-08; 44 488,62 ;0,572507331;0,432001937;0,4145;0;0,47062806
S8;Machinery;2023-10; 46 346,61 ;0,207258065;0,404017783;0,4145;0;0,42817427
S8;Machinery;2023-11; 29 881,27 ;0,620210166;0,404017783;0,4145;0;0,53975639
S8;Pharma;2023-06; 12 924,57 ;0,120332356;0,480192819;0,3618;0;0,57250529
S8;Pharma;2023-07; 38 339,82 ;0,546407625;0,432001937;0,3618;0;0,60629882
S8;Pharma;2023-08; 15 083,66 ;0,194232649;0,432001937;0,3618;0;0,47062806
S8;Pharma;2023-09; 32 756,17 ;0,112072336;0,432001937;0,3618;0;0,45950501
S8;Pharma;2023-11; 1 667,95 ;0,240909091;0,404017783;0,3618;0;0,53975639
S8;Pharma;2023-12; 49 882,60 ;0,155767351;0,404017783;0,3618;0;0,51505165
S8;Textiles;2023-02; 15 117,42 ;0,188391984;0,453508864;0,3882;0;0,35011977
S8;Textiles;2023-03; 105 378,13 ;0,128233952;0,453508864;0,3882;0;0,4592466
S8;Textiles;2023-04; 948,18 ;0,139540567;0,480192819;0,3882;0;0,56031868
S8;Textiles;2023-07; 14 682,72 ;0,115151515;0,432001937;0,3882;0;0,60629882
S8;Textiles;2023-10; 30 057,28 ;0,169354839;0,404017783;0,3882;0;0,42817427
S9;Electronics;2023-07; 31 697,24 ;0,510606061;0,476916512;0,375;0,3;0,60629882
S9;Electronics;2023-09; 74 646,16 ;0,317690616;0,476916512;0,375;0,3;0,45950501
S9;Electronics;2023-12; 35 008,22 ;0,014662757;0,490899449;0,375;0,3;0,51505165
S9;Food;2023-02; 33 508,95 ;0,71827957;0,469622223;0,4013;0,2;0,35011977
S9;Food;2023-05; 64 743,27 ;0,518054741;0,530017158;0,4013;0,2;0,60615315
S9;Food;2023-06; 4 016,23 ;0,586803519;0,530017158;0,4013;0,2;0,57250529
S9;Food;2023-09; 30 165,45 ;0,104105572;0,476916512;0,4013;0,2;0,45950501
S9;Food;2023-10; 35 420,31 ;0,1021261;0,490899449;0,4013;0,2;0,42817427
S9;Machinery;2023-02; 52 822,30 ;0,12512219;0,469622223;0,4145;0,4;0,35011977
S9;Machinery;2023-03; 10 571,90 ;0,546358749;0,469622223;0,4145;0,4;0,4592466
S9;Machinery;2023-05; 29 396,75 ;0,646065494;0,530017158;0,4145;0,4;0,60615315
S9;Machinery;2023-09; 37 767,96 ;0,218098729;0,476916512;0,4145;0,4;0,45950501
S9;Machinery;2023-11; 33 097,76 ;0,124046921;0,490899449;0,4145;0,4;0,53975639
S9;Pharma;2023-04; 73 318,18 ;0,124845226;0,530017158;0,3618;0,3;0,56031868
S9;Pharma;2023-05; 29 959,02 ;0,114687195;0,530017158;0,3618;0,3;0,60615315
S9;Pharma;2023-06; 37 024,54 ;0,704056696;0,530017158;0,3618;0,3;0,57250529
S9;Textiles;2023-03; 45 097,56 ;0,197702835;0,469622223;0,3882;0,4;0,4592466
S9;Textiles;2023-04; 92 565,72 ;0,144232649;0,530017158;0,3882;0,4;0,56031868
S9;Textiles;2023-05; 129 855,23 ;0,608432167;0,530017158;0,3882;0,4;0,60615315
S9;Textiles;2023-06; 73 352,75 ;0,380872434;0,530017158;0,3882;0,4;0,57250529
S9;Textiles;2023-07; 23 354,95 ;0,137903226;0,476916512;0,3882;0,4;0,60629882
S9;Textiles;2023-08; 26 311,73 ;0,196334311;0,476916512;0,3882;0,4;0,47062806
S9;Textiles;2023-11; 2 427,43 ;0,167937439;0,490899449;0,3882;0,4;0,53975639
S9;Textiles;2023-12; 37 498,50 ;0,644550342;0,490899449;0,3882;0,4;0,51505165
SYN_0;Electronics;2023-02; 43 656,29 ;0,674120235;0,394473778;0,375;0,2;0,35011977
SYN_0;Electronics;2023-05; 103 997,30 ;0,44304151;0,40893703;0,375;0,2;0,60615315
SYN_0;Electronics;2023-07; 30 866,80 ;0,707478006;0,358594692;0,375;0,2;0,60629882
SYN_0;Electronics;2023-08; 4 762,08 ;0,168621701;0,358594692;0,375;0,2;0,47062806
SYN_0;Electronics;2023-10; 177 183,45 ;0,307126499;0,402645453;0,375;0,2;0,42817427
SYN_0;Food;2023-03; 78 036,56 ;0,562543988;0,394473778;0,4013;0,2;0,4592466
SYN_0;Food;2023-07; 96 967,49 ;0,176327794;0,358594692;0,4013;0,2;0,60629882
SYN_0;Food;2023-10; 40 011,22 ;0,202981427;0,402645453;0,4013;0,2;0,42817427
SYN_0;Machinery;2023-01; 71 906,43 ;0,191673998;0,394473778;0,4145;0,3;0,34574577
SYN_0;Machinery;2023-05; 77 607,19 ;0,289066471;0,40893703;0,4145;0,3;0,60615315
SYN_0;Machinery;2023-08; 13 141,27 ;0,270185728;0,358594692;0,4145;0,3;0,47062806
SYN_0;Pharma;2023-04; 29 507,55 ;0,385752688;0,40893703;0,3618;0,3;0,56031868
SYN_0;Pharma;2023-09; 21 994,41 ;0,187781036;0,358594692;0,3618;0,3;0,45950501
SYN_0;Textiles;2023-03; 141 822,71 ;0,163705578;0,394473778;0,3882;0,2;0,4592466
SYN_0;Textiles;2023-04; 25 348,84 ;0,355847996;0,40893703;0,3882;0,2;0,56031868
SYN_0;Textiles;2023-08; 44 083,33 ;0,160703812;0,358594692;0,3882;0,2;0,47062806
SYN_0;Textiles;2023-10; 81 629,37 ;0,351652004;0,402645453;0,3882;0,2;0,42817427
SYN_0;Textiles;2023-12; 62 708,84 ;0,162805474;0,402645453;0,3882;0,2;0,51505165
SYN_1;Electronics;2023-10; 32 591,15 ;0,065982405;0,375692583;0,2686;0,5;0,40597048
SYN_1;Electronics;2023-11; 33 342,62 ;0,301546921;0,375692583;0,2686;0,5;0,47747267
SYN_1;Food;2023-10; 9 018,82 ;0,604276637;0,375692583;0,2835;0,4;0,40597048
SYN_1;Machinery;2023-06; 140 184,42 ;0,403722451;0,348356181;0,2794;0,7;0,36560856
SYN_1;Machinery;2023-07; 11 586,93 ;0,349257087;0,366382713;0,2794;0,7;0,35450841
SYN_1;Machinery;2023-08; 132 817,77 ;0,238962151;0,366382713;0,2794;0,7;0,35387439
SYN_1;Machinery;2023-10; 46 658,18 ;0,181085044;0,375692583;0,2794;0,7;0,40597048
SYN_1;Machinery;2023-11; 29 949,14 ;0,598142717;0,375692583;0,2794;0,7;0,47747267
SYN_1;Pharma;2023-07; 38 076,39 ;0,121407625;0,366382713;0,2369;0,6;0,35450841
SYN_1;Pharma;2023-08; 15 071,65 ;0,519428152;0,366382713;0,2369;0,6;0,35387439
SYN_1;Textiles;2023-02; 61 220,61 ;0,163196481;0,325229657;0,3224;0,6;0,48219328
SYN_1;Textiles;2023-03; 180 593,19 ;0,204277797;0,325229657;0,3224;0,6;0,56877978
SYN_1;Textiles;2023-04; 1 386,01 ;0,13856305;0,348356181;0,3224;0,6;0,6236718
SYN_1;Textiles;2023-07; 28 853,26 ;0,143482405;0,366382713;0,3224;0,6;0,35450841
SYN_1;Textiles;2023-10; 114 073,90 ;0,411749455;0,375692583;0,3224;0,6;0,40597048
SYN_10;Electronics;2023-01; 91 759,26 ;0,364425709;0,212016928;0,2686;0,5;0,54072087
SYN_10;Electronics;2023-03; 42 445,87 ;0,132649071;0,212016928;0,2686;0,5;0,56877978
SYN_10;Electronics;2023-06; 49 633,36 ;0,632697947;0,235789135;0,2686;0,5;0,36560856
SYN_10;Electronics;2023-09; 6 112,33 ;0,581476051;0,23770791;0,2686;0,5;0,51013669
SYN_10;Food;2023-01; 48 330,96 ;0,532282502;0,212016928;0,2835;0,4;0,54072087
SYN_10;Food;2023-04; 15 270,97 ;0,075806452;0,235789135;0,2835;0,4;0,6236718
SYN_10;Food;2023-07; 179 145,66 ;0,222751711;0,23770791;0,2835;0,4;0,35450841
SYN_10;Food;2023-09; 48 793,60 ;0,008993157;0,23770791;0,2835;0,4;0,51013669
SYN_10;Food;2023-12; 21 634,59 ;0,216080156;0,232759791;0,2835;0,4;0,45762916
SYN_10;Machinery;2023-01; 114 024,41 ;0,350087977;0,212016928;0,2794;0,7;0,54072087
SYN_10;Machinery;2023-05; 10 980,39 ;0,116967253;0,235789135;0,2794;0,7;0,4550968
SYN_10;Machinery;2023-06; 37 385,30 ;0,029325513;0,235789135;0,2794;0,7;0,36560856
SYN_10;Machinery;2023-10; 47 423,39 ;0,188954057;0,232759791;0,2794;0,7;0,40597048
SYN_10;Machinery;2023-11; 17 524,41 ;0,562683284;0,232759791;0,2794;0,7;0,47747267
SYN_10;Machinery;2023-12; 36 182,58 ;0,108064516;0,232759791;0,2794;0,7;0,45762916
SYN_10;Textiles;2023-04; 83 555,63 ;0,319806862;0,235789135;0,3224;0,6;0,6236718
SYN_10;Textiles;2023-06; 28 703,86 ;0,483997204;0,235789135;0,3224;0,6;0,36560856
SYN_10;Textiles;2023-07; 48 283,02 ;0,085703812;0,23770791;0,3224;0,6;0,35450841
SYN_10;Textiles;2023-09; 24 477,34 ;0,172653959;0,23770791;0,3224;0,6;0,51013669
SYN_10;Textiles;2023-12; 3 330,91 ;0,116094819;0,232759791;0,3224;0,6;0,45762916
SYN_100;Electronics;2023-07; 31 157,08 ;0,688538612;0,466083613;0,6628;0,3;0,5627309
SYN_100;Food;2023-02; 64 785,75 ;0,480339687;0,551960127;0,6488;0,2;0,43219389
SYN_100;Food;2023-05; 116 955,88 ;0,790644164;0,505731068;0,6488;0,2;0,3890917
SYN_100;Food;2023-06; 8 513,42 ;0,285826002;0,505731068;0,6488;0,2;0,35446782
SYN_100;Food;2023-09; 29 096,98 ;0,155669599;0,466083613;0,6488;0,2;0,53566328
SYN_100;Machinery;2023-02; 13 780,36 ;0,179863148;0,551960127;0,743;0,4;0,43219389
SYN_100;Machinery;2023-03; 30 624,57 ;0,119729554;0,551960127;0,743;0,4;0,48516614
SYN_100;Machinery;2023-05; 87 896,40 ;0,398985748;0,505731068;0,743;0,4;0,3890917
SYN_100;Machinery;2023-09; 3 890,35 ;0,566300098;0,466083613;0,743;0,4;0,53566328
SYN_100;Machinery;2023-11; 33 742,11 ;0,500317693;0,509742034;0,743;0,4;0,54955598
SYN_100;Pharma;2023-04; 50 563,77 ;0,363803498;0,505731068;0,6013;0,3;0,36314411
SYN_100;Pharma;2023-05; 59 840,00 ;0,088807429;0,505731068;0,6013;0,3;0,3890917
SYN_100;Textiles;2023-03; 44 790,44 ;0,57240958;0,551960127;0,7113;0,4;0,48516614
SYN_100;Textiles;2023-04; 96 726,51 ;0,420811339;0,505731068;0,7113;0,4;0,36314411
SYN_100;Textiles;2023-05; 71 840,92 ;0,274625233;0,505731068;0,7113;0,4;0,3890917
SYN_100;Textiles;2023-06; 46 126,99 ;0,159775171;0,505731068;0,7113;0,4;0,35446782
SYN_100;Textiles;2023-07; 22 215,13 ;0,109775171;0,466083613;0,7113;0,4;0,5627309
SYN_100;Textiles;2023-11; 864,53 ;0,194305963;0,509742034;0,7113;0,4;0,54955598
SYN_100;Textiles;2023-12; 73 390,85 ;0,374843597;0,509742034;0,7113;0,4;0,60394445
SYN_101;Electronics;2023-02; 35 586,14 ;0,075219941;0,446772022;0,6628;1;0,43219389
SYN_101;Electronics;2023-05; 7 761,83 ;0,207575758;0,383798835;0,6628;1;0,3890917
SYN_101;Electronics;2023-07; 63 778,81 ;0,038954057;0,374714334;0,6628;1;0,5627309
SYN_101;Electronics;2023-08; 8 132,07 ;0,243548387;0,374714334;0,6628;1;0,64148829
SYN_101;Food;2023-04; 10 100,32 ;0,391226784;0,383798835;0,6488;1;0,36314411
SYN_101;Food;2023-10; 46 309,93 ;0,185498534;0,376599732;0,6488;1;0,67873961
SYN_101;Food;2023-12; 2 159,66 ;0,096529814;0,376599732;0,6488;1;0,60394445
SYN_101;Machinery;2023-01; 14 571,25 ;0,188954057;0,446772022;0,743;1;0,49695702
SYN_101;Machinery;2023-03; 106 604,14 ;0,333980912;0,446772022;0,743;1;0,48516614
SYN_101;Machinery;2023-04; 5 663,04 ;0,630865103;0,383798835;0,743;1;0,36314411
SYN_101;Machinery;2023-09; 64 873,82 ;0,355131965;0,374714334;0,743;1;0,53566328
SYN_101;Machinery;2023-10; 215 718,43 ;0,446244987;0,376599732;0,743;1;0,67873961
SYN_101;Machinery;2023-12; 13 854,51 ;0,246977028;0,376599732;0,743;1;0,60394445
SYN_101;Pharma;2023-01; 20 431,30 ;0,559423265;0,446772022;0,6013;1;0,49695702
SYN_101;Pharma;2023-03; 83 776,22 ;0,054740958;0,446772022;0,6013;1;0,48516614
SYN_101;Pharma;2023-08; 18 628,64 ;0,078983382;0,374714334;0,6013;1;0,64148829
SYN_101;Pharma;2023-09; 14 712,39 ;0,713269795;0,374714334;0,6013;1;0,53566328
SYN_101;Pharma;2023-12; 9 683,07 ;0,135173509;0,376599732;0,6013;1;0,60394445
SYN_101;Textiles;2023-03; 127 226,42 ;0,443262289;0,446772022;0,7113;1;0,48516614
SYN_102;Electronics;2023-01; 42 454,30 ;0,382272727;0,319270943;0,2686;0,3;0,54072087
SYN_102;Electronics;2023-03; 46 003,29 ;0,278103617;0,319270943;0,2686;0,3;0,56877978
SYN_102;Electronics;2023-07; 36 308,90 ;0,106891496;0,312809726;0,2686;0,3;0,35450841
SYN_102;Electronics;2023-08; 74 849,85 ;0,257558651;0,312809726;0,2686;0,3;0,35387439
SYN_102;Electronics;2023-09; 19 014,49 ;0,144672532;0,312809726;0,2686;0,3;0,51013669
SYN_102;Electronics;2023-10; 65 170,36 ;0,295591398;0,297559679;0,2686;0,3;0,40597048
SYN_102;Food;2023-01; 13 111,35 ;0,062952102;0,319270943;0,2835;0,2;0,54072087
SYN_102;Food;2023-02; 3 960,43 ;0,467497556;0,319270943;0,2835;0,2;0,48219328
SYN_102;Food;2023-03; 44 128,52 ;0,353753666;0,319270943;0,2835;0,2;0,56877978
SYN_102;Food;2023-07; 39 882,84 ;0,084066471;0,312809726;0,2835;0,2;0,35450841
SYN_102;Machinery;2023-02; 41 676,71 ;0,162414467;0,319270943;0,2794;0,4;0,48219328
SYN_102;Machinery;2023-03; 39 977,21 ;0,476319648;0,319270943;0,2794;0,4;0,56877978
SYN_102;Machinery;2023-08; 32 123,34 ;0,075366569;0,312809726;0,2794;0,4;0,35387439
SYN_102;Machinery;2023-10; 27 199,17 ;0,132649071;0,297559679;0,2794;0,4;0,40597048
SYN_102;Pharma;2023-03; 83 679,03 ;0,414381694;0,319270943;0,2369;0,3;0,56877978
SYN_102;Pharma;2023-04; 81 501,92 ;0,3449711;0,31410181;0,2369;0,3;0,6236718
SYN_102;Pharma;2023-07; 4 726,50 ;0,116177908;0,312809726;0,2369;0,3;0,35450841
SYN_102;Pharma;2023-10; 92 394,58 ;0,219904666;0,297559679;0,2369;0,3;0,40597048
SYN_102;Textiles;2023-01; 16 241,08 ;0,098142717;0,319270943;0,3224;0,4;0,54072087
SYN_102;Textiles;2023-03; 66 377,51 ;0,201999759;0,319270943;0,3224;0,4;0,56877978
SYN_102;Textiles;2023-06; 87 648,70 ;0,183675464;0,31410181;0,3224;0,4;0,36560856
SYN_103;Electronics;2023-04; 5 666,54 ;0,05400782;0,376978669;0,3459;1;0,52782476
SYN_103;Electronics;2023-05; 31 638,49 ;0,686852395;0,376978669;0,3459;1;0,45600805
SYN_103;Electronics;2023-06; 27 151,97 ;0,175464321;0,376978669;0,3459;1;0,3819541
SYN_103;Electronics;2023-08; 2 121,95 ;0,067790811;0,360576489;0,3459;1;0,55018295
SYN_103;Electronics;2023-09; 38 445,53 ;0,090273705;0,360576489;0,3459;1;0,50102256
SYN_103;Electronics;2023-10; 15 440,58 ;0,492204301;0,396837418;0,3459;1;0,56319988
SYN_103;Electronics;2023-12; 43 507,42 ;0,196334311;0,396837418;0,3459;1;0,47988117
SYN_103;Food;2023-07; 142 759,04 ;0,301213724;0,360576489;0,3553;1;0,52884454
SYN_103;Food;2023-09; 55 093,81 ;0,532207363;0,360576489;0,3553;1;0,50102256
SYN_103;Food;2023-11; 35 540,67 ;0,193572825;0,396837418;0,3553;1;0,55659583
SYN_103;Machinery;2023-02; 87 137,15 ;0,309165305;0,378858638;0,3827;1;0,35507206
SYN_103;Machinery;2023-05; 19 709,90 ;0,055474096;0,376978669;0,3827;1;0,45600805
SYN_103;Machinery;2023-06; 45 398,43 ;0,62547654;0,376978669;0,3827;1;0,3819541
SYN_103;Machinery;2023-08; 130 026,63 ;0,361331;0,360576489;0,3827;1;0,55018295
SYN_103;Pharma;2023-03; 14 072,37 ;0,062512219;0,378858638;0,3041;1;0,43545876
SYN_103;Pharma;2023-10; 21 522,03 ;0,186608016;0,396837418;0,3041;1;0,56319988
SYN_103;Pharma;2023-12; 19 674,96 ;0,448851417;0,396837418;0,3041;1;0,47988117
SYN_103;Textiles;2023-06; 194 366,83 ;0,221811933;0,376978669;0,404;1;0,3819541
SYN_103;Textiles;2023-10; 51 081,88 ;0,344925005;0,396837418;0,404;1;0,56319988
SYN_104;Electronics;2023-03; 143 370,42 ;0,142033236;0,417311586;0,2862;0,2;0,47604927
SYN_104;Electronics;2023-04; 38 874,49 ;0,536632454;0,410653354;0,2862;0,2;0,40007626
SYN_104;Electronics;2023-05; 53 162,46 ;0,492739492;0,410653354;0,2862;0,2;0,42262169
